HouseNumber,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,SalePrice,SalePriceN
1267,190,RM,60,10120,IR1,Inside,CollgCr,227000,>150k
1268,20,RL,89,13214,IR1,CulDSac,Timber,180000,>150k
1269,50,RL,NA,14100,IR1,Inside,CollgCr,150500,>150k
1270,50,RL,78,11344,Reg,Corner,Mitchel,139000,<150k
1271,40,RL,NA,23595,Reg,Inside,SWISU,169000,>150k
1272,20,RL,NA,9156,Reg,Inside,BrkSide,132500,<150k
1273,20,RL,NA,13526,Reg,Inside,NWAmes,143000,<150k
1274,80,RL,124,11512,IR1,Inside,ClearCr,190000,>150k
1275,50,RL,53,5362,IR1,Inside,StoneBr,278000,>150k
1276,90,RL,95,11345,IR1,Inside,NridgHt,281000,>150k
1277,60,RL,NA,12936,IR1,Corner,NAmes,180500,>150k
1278,80,RL,NA,17871,Reg,Inside,BrDale,119500,<150k
1280,50,C (all),60,7500,Reg,Corner,OldTown,107500,<150k
1281,20,RL,67,9808,Reg,Inside,NWAmes,162900,>150k
1282,20,RL,50,8049,Reg,Inside,Edwards,115000,<150k
1283,20,RL,61,8800,Reg,Inside,NAmes,119000,<150k
1284,90,RL,94,9400,Reg,Corner,NAmes,244000,>150k
1285,50,RL,50,9638,IR1,Corner,NridgHt,171750,>150k
1286,50,RM,50,6000,Reg,Inside,Mitchel,130000,<150k
1287,20,RL,NA,9790,IR1,Inside,Veenker,294000,>150k
1288,20,RL,NA,36500,Reg,Inside,Edwards,165400,>150k
1289,120,RL,40,5664,Reg,Inside,BrkSide,127500,<150k
1290,60,RL,86,11065,IR1,Corner,NoRidge,301500,>150k
1291,80,RL,NA,14112,Reg,Corner,Edwards,99900,<150k
1292,160,RM,21,1680,IR1,Inside,Gilbert,190000,>150k
1293,70,RM,60,6600,Reg,FR2,NAmes,151000,>150k
1294,60,RL,78,10140,IR3,CulDSac,Gilbert,181000,>150k
1295,20,RL,60,8172,Reg,Inside,NAmes,128900,<150k
1296,20,RL,70,8400,Reg,Inside,ClearCr,161500,>150k
1297,20,RL,80,8700,Reg,Inside,BrkSide,180500,>150k
1298,180,RM,35,3675,Reg,Inside,NAmes,181000,>150k
1299,60,RL,313,63887,Reg,FR3,Somerst,183900,>150k
1300,20,RL,75,7500,IR1,Inside,OldTown,122000,<150k
1301,60,RL,NA,10762,IR1,Inside,Timber,378500,>150k
1302,70,RL,NA,7500,IR1,Inside,Crawfor,381000,>150k
1303,60,RL,92,10120,Reg,Inside,NAmes,144000,<150k
,,,,,Reg,Inside,NAmes,138500,<150k
,,,,,Reg,Inside,NAmes,155000,>150k
,,,,,Reg,Inside,Edwards,140000,<150k
,,,,,Reg,Inside,NoRidge,290000,>150k
,,,,,Reg,Inside,NAmes,154000,>150k
,,,,,IR1,CulDSac,Gilbert,225000,>150k
,,,,,IR1,Inside,Crawfor,177500,>150k
,,,,,IR3,Corner,Edwards,160000,>150k
